slug,vendor,title,price,collection,images
giaourti-leuko-agelados-2-lipara-pnoi-3-x-170-gr,ΠΝΟΗ,ΓΙΑΟΥΡΤΙ ΛΕΥΚΟ ΑΓΕΛΑΔΟΣ 2 % ΛΙΠΑΡΑ ΠΝΟΗ 3 Χ 170 GR,2.55,Γαλακτοκομικά & Είδη Ψυγείου,8973131546654.jpg
freskos-xymos-nektar-rodi-100-300-ml,ΡΟΔΙΟΝ,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΝΕΚΤΑΡ ΡΟΔΙ 100% 300 ML,2.98,Γαλακτοκομικά & Είδη Ψυγείου,8891615576094.jpg
freskos-xymos-nektar-rodi-100-me-stebia-300-ml,ΡΟΔΙΟΝ,ΦΡΕΣΚΟΣ ΧΥΜΟΣ ΝΕΚΤΑΡ ΡΟΔΙ 100% ΜΕ ΣΤΕΒΙΑ 300 ML,2.48,Γαλακτοκομικά & Είδη Ψυγείου,8894241472542.jpg
beio-paradosiako-giaourti-240-gr,ΡΟΔΟΠΗ,ΒΕΙΟ ΠΑΡΑΔΟΣΙΑΚΟ ΓΙΑΟΥΡΤΙ 240 GR,0.98,Γαλακτοκομικά & Είδη Ψυγείου,8979985563678.jpg
katsikisio-gala-15-1-lt,ΡΟΔΟΠΗ,ΚΑΤΣΙΚΙΣΙΟ ΓΑΛΑ 1.5% 1 LT,2.3,Γαλακτοκομικά & Είδη Ψυγείου,8980004569118.jpg
katsikisio-gala-plires-1lt,ΡΟΔΟΠΗ,ΚΑΤΣΙΚΙΣΙΟ ΓΑΛΑ ΠΛΗΡΕΣ 1LT,2.3,Γαλακτοκομικά & Είδη Ψυγείου,8980006141982.jpg
katsikisio-giaourti-240-gr,ΡΟΔΟΠΗ,ΚΑΤΣΙΚΙΣΙΟ ΓΙΑΟΥΡΤΙ 240 GR,1.06,Γαλακτοκομικά & Είδη Ψυγείου,8980008960030.jpg
ytyro-galaktos-liomeno-500-gr,ΣΑΒΟΙ,ΥΤΥΡΟ ΓΑΛΑΚΤΟΣ ΛΙΩΜΕΝΟ 500 GR,8.66,Γαλακτοκομικά & Είδη Ψυγείου,8895847399454.jpg
giaourt-1kgr-070e,ΣΠΙΤΙΚΟ,ΓΙΑΟΥΡΤ 1KGR 0.70E,2.6,Γαλακτοκομικά & Είδη Ψυγείου,product-no-image.svg
giaourti-1kgr-070e,ΣΠΙΤΙΚΟ,ΓΙΑΟΥΡΤΙ 1KGR 0.70E,2.6,Γαλακτοκομικά & Είδη Ψυγείου,product-no-image.svg
krema-galaktos-2-x-330ml,ΦΑΓΕ,ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ 2 Χ 330ML,4.44,Γαλακτοκομικά & Είδη Ψυγείου,8955103739934.jpg
krema-galaktos-3-x-200-ml,ΦΑΓΕ,ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ 3 X 200 ML,6.95,Γαλακτοκομικά & Είδη Ψυγείου,8942685683742.jpg
krema-galaktos-3-x-200-ml,ΦΑΓΕ,ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ 3 X 200 ML,7.24,Γαλακτοκομικά & Είδη Ψυγείου,8942656913438.jpg
krema-galaktos-3-x-200ml,ΦΑΓΕ,ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ 3 Χ 200ML,3.95,Γαλακτοκομικά & Είδη Ψυγείου,8955197882398.jpg
krema-galaktos-330-ml,ΦΑΓΕ,ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ 330 ML,3.61,Γαλακτοκομικά & Είδη Ψυγείου,8955097841694.jpg
krema-galaktos-light-330-ml,ΦΑΓΕ,ΚΡΕΜΑ ΓΑΛΑΚΤΟΣ LIGHT 330 ML,2.21,Γαλακτοκομικά & Είδη Ψυγείου,8955100332062.jpg
giaourti-agelados-700-gr-700-gr,ΦΑΡΜΑ ΚΟΥΚΑΚΗ,ΓΙΑΟΥΡΤΙ ΑΓΕΛΑΔΟΣ 700 GR 700 GR,2.48,Γαλακτοκομικά & Είδη Ψυγείου,8894212046878.jpg
margarini-classic-me-boutyro-paketo-250-gr,ΦΑΣΤ,ΜΑΡΓΑΡΙΝΗ CLASSIC ΜΕ ΒΟΥΤΥΡΟ ΠΑΚΕΤΟ 250 GR,2.47,Γαλακτοκομικά & Είδη Ψυγείου,8970014326814.jpg
margarini-classic-paketo-250-gr,ΦΑΣΤ,ΜΑΡΓΑΡΙΝΗ CLASSIC ΠΑΚΕΤΟ 250 GR,1.05,Γαλακτοκομικά & Είδη Ψυγείου,8970022060062.jpg
margarini-soft-me-boutyro-kypelo-250-gr,ΦΑΣΤ,ΜΑΡΓΑΡΙΝΗ SOFT ΜΕ ΒΟΥΤΥΡΟ ΚΥΠΕΛΟ 250 GR,2.38,Γαλακτοκομικά & Είδη Ψυγείου,8970015244318.jpg
margarini-me-boutyro-325-gr-paketo-250-gr-75-gr-doro,ΦΑΣΤ,ΜΑΡΓΑΡΙΝΗ ΜΕ ΒΟΥΤΥΡΟ 325 GR ΠΑΚΕΤΟ 250 GR + 75 GR ΔΩΡΟ,2.47,Γαλακτοκομικά & Είδη Ψυγείου,8892951035934.jpg
margarini-me-boutyro-light-250-gr,ΦΑΣΤ,ΜΑΡΓΑΡΙΝΗ ΜΕ ΒΟΥΤΥΡΟ LIGHT 250 GR,2.35,Γαλακτοκομικά & Είδη Ψυγείου,8970016489502.jpg
margarini-soft-250-gr,ΦΑΣΤ,ΜΑΡΓΑΡΙΝΗ ΣΟΦΤ 250 GR,1.25,Γαλακτοκομικά & Είδη Ψυγείου,8970020814878.jpg
margarini-soft-500-gr,ΦΑΣΤ,ΜΑΡΓΑΡΙΝΗ ΣΟΦΤ 500 GR,2.25,Γαλακτοκομικά & Είδη Ψυγείου,8970017734686.jpg
margarini-soft-me-boutyro-325-gr-kypello-250-gr-75-gr-doro,ΦΑΣΤ,ΜΑΡΓΑΡΙΝΗ ΣΟΦΤ ΜΕ ΒΟΥΤΥΡΟ 325 GR ΚΥΠΕΛΛΟ 250 GR + 75 GR ΔΩΡΟ,2.38,Γαλακτοκομικά & Είδη Ψυγείου,8894211293214.jpg
biologika-large-6373-gr-4-tem,ΧΡΥΣΑ ΑΥΓΑ,ΒΙΟΛΟΓΙΚΑ LARGE 63/73 GR 4 ΤΕΜ,3.28,Γαλακτοκομικά & Είδη Ψυγείου,8968789819422.jpg
biologika-medium-5363-gr-6-tem,ΧΡΥΣΑ ΑΥΓΑ,ΒΙΟΛΟΓΙΚΑ MEDIUM 53/63 GR 6 ΤΕΜ,3.97,Γαλακτοκομικά & Είδη Ψυγείου,8968779923486.jpg
biologika-o3-kai-elaiolado-medium-5363-gr-4-tem,ΧΡΥΣΑ ΑΥΓΑ,ΒΙΟΛΟΓΙΚΑ Ω3 ΚΑΙ ΕΛΑΙΟΛΑΔΟ MEDIUM 53/63 GR 4 ΤΕΜ,3.28,Γαλακτοκομικά & Είδη Ψυγείου,8895445893150.jpg
eleuth-boskis-o3-meiom-xol-53g-6ada-050-6ada-50,ΧΡΥΣΑ ΑΥΓΑ,ΕΛΕΥΘ ΒΟΣΚΗΣ Ω3 ΜΕΙΩΜ ΧΟΛ 53+G 6ΑΔΑ -0.50 6ΑΔΑ -50,2.97,Γαλακτοκομικά & Είδη Ψυγείου,product-no-image.svg
eleutheras-boskis-6-tem,ΧΡΥΣΑ ΑΥΓΑ,ΕΛΕΥΘΕΡΑΣ ΒΟΣΚΗΣ 6 ΤΕΜ,3.47,Γαλακτοκομικά & Είδη Ψυγείου,8939575803934.jpg
ellinika-small-6-tem,ΧΡΥΣΑ ΑΥΓΑ,ΕΛΛΗΝΙΚΑ SMALL 6 ΤΕΜ,1.3,Γαλακτοκομικά & Είδη Ψυγείου,8892080259102.jpg
eksairetika-freska-large-6373-gr-6-tem,ΧΡΥΣΑ ΑΥΓΑ,ΕΞΑΙΡΕΤΙΚΑ ΦΡΕΣΚΑ LARGE 63/73 GR 6 ΤΕΜ,2.35,Γαλακτοκομικά & Είδη Ψυγείου,8903854850078.jpg
eksairetika-freska-medium-5363-gr-4-tem,ΧΡΥΣΑ ΑΥΓΑ,ΕΞΑΙΡΕΤΙΚΑ ΦΡΕΣΚΑ MEDIUM 53/63 GR 4 ΤΕΜ,1.59,Γαλακτοκομικά & Είδη Ψυγείου,8946708185118.jpg
eksairetika-freska-medium-5363-gr-6-tem,ΧΡΥΣΑ ΑΥΓΑ,ΕΞΑΙΡΕΤΙΚΑ ΦΡΕΣΚΑ MEDIUM 53/63 GR 6 ΤΕΜ,2.29,Γαλακτοκομικά & Είδη Ψυγείου,8892523216926.jpg
leuka-795-gr-15-tem,ΧΡΥΣΑ ΑΥΓΑ,ΛΕΥΚΑ 795 GR 15 ΤΕΜ,3.3,Γαλακτοκομικά & Είδη Ψυγείου,8894956765214.jpg
pasteriomeno-aspradi-apo-nopo-pasteriomeno-augo-500-gr,ΧΡΥΣΑ ΑΥΓΑ,ΠΑΣΤΕΡΙΩΜΕΝΟ ΑΣΠΡΑΔΙ ΑΠΟ ΝΩΠΟ ΠΑΣΤΕΡΙΩΜΕΝΟ ΑΥΓΟ 500 GR,2.7,Γαλακτοκομικά & Είδη Ψυγείου,8894482055198.jpg
boutyro-agelados-analato-225-gr-225-gr,ΧΩΡΙΟ,ΒΟΥΤΥΡΟ ΑΓΕΛΑΔΟΣ ΑΝΑΛΑΤΟ 225 GR 225 GR,3.46,Γαλακτοκομικά & Είδη Ψυγείου,8896300351518.jpg
boutyro-galaktos-agelados-biologiko-225-gr,ΧΩΡΙΟ,ΒΟΥΤΥΡΟ ΓΑΛΑΚΤΟΣ ΑΓΕΛΑΔΟΣ ΒΙΟΛΟΓΙΚΟ 225 GR,3.62,Γαλακτοκομικά & Είδη Ψυγείου,8892207333406.jpg
boutyro-galaktos-agelados-paketo-250-gr,ΧΩΡΙΟ,ΒΟΥΤΥΡΟ ΓΑΛΑΚΤΟΣ ΑΓΕΛΑΔΟΣ ΠΑΚΕΤΟ 250 GR,3.64,Γαλακτοκομικά & Είδη Ψυγείου,8892251930654.jpg
boutyro-galaktos-typou-kerkyras-paketo-250-gr,ΧΩΡΙΟ,ΒΟΥΤΥΡΟ ΓΑΛΑΚΤΟΣ ΤΥΠΟΥ ΚΕΡΚΥΡΑΣ ΠΑΚΕΤΟ 250 GR,3.9,Γαλακτοκομικά & Είδη Ψυγείου,8892186853406.jpg
boutyro-kerkyras-skafaki-225-gr,ΧΩΡΙΟ,ΒΟΥΤΥΡΟ ΚΕΡΚΥΡΑΣ ΣΚΑΦΑΚΙ 225 GR,3.76,Γαλακτοκομικά & Είδη Ψυγείου,8954934427678.jpg
margarini-me-elaiolado-bio-225-gr,ΧΩΡΙΟ,ΜΑΡΓΑΡΙΝΗ ΜΕ ΕΛΑΙΟΛΑΔΟ ΒΙΟ 225 GR,2.92,Γαλακτοκομικά & Είδη Ψυγείου,8954843660318.jpg
margarini-me-elaiolado-paketo-250-gr,ΧΩΡΙΟ,ΜΑΡΓΑΡΙΝΗ ΜΕ ΕΛΑΙΟΛΑΔΟ ΠΑΚΕΤΟ 250 GR,1.26,Γαλακτοκομικά & Είδη Ψυγείου,8894026645534.jpg
margarini-soft-me-elaiolado-250-gr,ΧΩΡΙΟ,ΜΑΡΓΑΡΙΝΗ ΣΟΦΤ ΜΕ ΕΛΑΙΟΛΑΔΟ 250 GR,2.08,Γαλακτοκομικά & Είδη Ψυγείου,8895354503198.jpg
